# Метеостанция Виллакубле (аэропорт), Франция, METAR=LFPV, выборка с 18.01.2024 по 18.02.2024, все дни
# Кодировка: ANSI
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/metar.php?metar=LFPV&lang=ru
#
"Местное время в Виллакубле (аэропорт)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"25.01.2024 02:00";"10.0";"757.5";"773.9";"100";"Ветер, дующий с северо-северо-запада";"3";"";"Слабый(ая)(ые) морось, дымка";"";"Сплошная (100%) 90 м";"4.4";"10.0";
"25.01.2024 01:30";"10.0";"757.5";"773.9";"100";"Ветер, дующий с севера";"1";"";"Слабый(ая)(ые) морось, дымка";"";"Сплошная (100%) 90 м";"2.6";"10.0";
"25.01.2024 01:00";"10.0";"757.5";"773.9";"100";"Штиль, безветрие";"0";"";"Слабый(ая)(ые) морось, дымка";"";"Разорванная (60-90%) 120 м, разорванная (60-90%) 300 м, сплошная (100%) 420 м";"1.9";"10.0";
"25.01.2024 00:30";"10.0";"757.5";"773.9";"94";"Штиль, безветрие";"0";"";"Слабый(ая)(ые) морось, дымка";"";"Разорванная (60-90%) 180 м, сплошная (100%) 330 м";"2.5";"9.0";
"25.01.2024 00:00";"10.0";"757.5";"773.9";"100";"Ветер, дующий с западо-юго-запада";"1";"";"";"";"Сплошная (100%) 480 м";"10.0 и более";"10.0";
"24.01.2024 23:30";"11.0";"757.6";"773.9";"88";"Ветер, дующий с запада";"2";"";"";"";"Незначительная (10-30%) 330 м, разорванная (60-90%) 510 м, разорванная (60-90%) 690 м";"8.0";"9.0";
"24.01.2024 23:00";"11.0";"757.6";"773.9";"88";"Ветер, дующий с западо-юго-запада";"3";"";"Слабый(ая)(ые) дождь";"";"Незначительная (10-30%) 420 м, рассеянная (40-50%) 570 м, разорванная (60-90%) 1020 м";"7.0";"9.0";
"24.01.2024 22:30";"12.0";"757.7";"773.9";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Незначительная (10-30%) 690 м, разорванная (60-90%) 870 м, разорванная (60-90%) 1110 м";"10.0 и более";"8.0";
"24.01.2024 22:00";"12.0";"757.7";"773.9";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Разорванная (60-90%) 780 м, сплошная (100%) 960 м";"10.0 и более";"8.0";
"24.01.2024 21:30";"12.0";"757.7";"773.9";"77";"Ветер, дующий с западо-юго-запада";"2";"";"";"";"Сплошная (100%) 990 м";"10.0 и более";"8.0";
"24.01.2024 21:00";"12.0";"757.2";"773.4";"77";"Ветер, дующий с запада";"3";"";"";"";"Сплошная (100%) 1110 м";"10.0 и более";"8.0";
"24.01.2024 20:30";"12.0";"757.2";"773.4";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Сплошная (100%) 1230 м";"10.0 и более";"8.0";
"24.01.2024 20:00";"12.0";"757.2";"773.4";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 1200 м, разорванная (60-90%) 1800 м, разорванная (60-90%) 2580 м";"10.0 и более";"8.0";
"24.01.2024 19:30";"12.0";"757.2";"773.4";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.01.2024 19:00";"12.0";"757.2";"773.4";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Разорванная (60-90%) 1380 м, сплошная (100%) 1560 м";"10.0 и более";"8.0";
"24.01.2024 18:30";"12.0";"757.2";"773.4";"77";"Ветер, дующий с запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.01.2024 18:00";"12.0";"757.2";"773.4";"77";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.01.2024 17:30";"13.0";"757.2";"773.4";"72";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"8.0";
"24.01.2024 17:00";"13.0";"757.2";"773.4";"72";"Ветер, дующий с запада";"4";"";"";"";"Рассеянная (40-50%) 990 м, разорванная (60-90%) 3000 м";"10.0 и более";"8.0";
"24.01.2024 16:30";"13.0";"757.2";"773.4";"72";"Ветер, дующий с запада";"5";"";"";"";"Незначительная (10-30%) 1020 м, разорванная (60-90%) 1620 м";"10.0 и более";"8.0";
"24.01.2024 16:00";"13.0";"757.2";"773.4";"72";"Ветер, дующий с запада";"7";"";"";"";"Незначительная (10-30%) 960 м, разорванная (60-90%) 1620 м, разорванная (60-90%) 2580 м";"10.0 и более";"8.0";
"24.01.2024 15:30";"14.0";"757.3";"773.4";"67";"Ветер, дующий с запада";"8";"";"";"";"Рассеянная (40-50%) 990 м, рассеянная (40-50%) 1170 м, разорванная (60-90%) 1800 м";"10.0 и более";"8.0";
"24.01.2024 15:00";"14.0";"757.3";"773.4";"67";"Ветер, дующий с запада";"6";"";"";"";"Рассеянная (40-50%) 990 м, рассеянная (40-50%) 1320 м";"10.0 и более";"8.0";
"24.01.2024 14:30";"14.0";"757.3";"773.4";"67";"Ветер, дующий с запада";"6";"";"";"";"Разорванная (60-90%) 930 м, разорванная (60-90%) 1980 м";"10.0 и более";"8.0";
"24.01.2024 14:00";"14.0";"757.3";"773.4";"67";"Ветер, дующий с запада";"6";"";"";"";"Разорванная (60-90%) 840 м, разорванная (60-90%) 1050 м";"10.0 и более";"8.0";
"24.01.2024 13:30";"13.0";"757.2";"773.4";"72";"Ветер, дующий с запада";"8";"";"";"";"Незначительная (10-30%) 810 м, рассеянная (40-50%) 990 м, разорванная (60-90%) 2040 м";"10.0 и более";"8.0";
"24.01.2024 13:00";"13.0";"757.2";"773.4";"67";"Ветер, дующий с запада";"7";"";"";"";"Незначительная (10-30%) 780 м, разорванная (60-90%) 2700 м";"10.0 и более";"7.0";
"24.01.2024 12:30";"13.0";"756.5";"772.7";"72";"Ветер, дующий с запада";"6";"";"";"";"Незначительная (10-30%) 840 м, разорванная (60-90%) 2700 м";"10.0 и более";"8.0";
"24.01.2024 12:00";"12.0";"757.2";"773.4";"77";"Ветер, дующий с запада";"7";"";"";"";"Незначительная (10-30%) 720 м, сплошная (100%) 2400 м";"10.0 и более";"8.0";
"24.01.2024 11:30";"12.0";"756.5";"772.7";"77";"Ветер, дующий с запада";"6";"";"";"";"Незначительная (10-30%) 720 м, разорванная (60-90%) 2520 м";"10.0 и более";"8.0";
"24.01.2024 11:00";"12.0";"756.5";"772.7";"77";"Ветер, дующий с запада";"7";"";"";"";"Незначительная (10-30%) 690 м, рассеянная (40-50%) 2460 м";"10.0 и более";"8.0";
"24.01.2024 10:30";"12.0";"756.5";"772.7";"82";"Ветер, дующий с запада";"8";"";"";"";"Разорванная (60-90%) 660 м, разорванная (60-90%) 2520 м";"10.0 и более";"9.0";
"24.01.2024 10:00";"12.0";"755.7";"771.9";"82";"Ветер, дующий с запада";"7";"12";"";"";"Незначительная (10-30%) 510 м";"10.0 и более";"9.0";
"24.01.2024 09:30";"12.0";"755.7";"771.9";"94";"Ветер, дующий с запада";"5";"";"";"";"Незначительная (10-30%) 360 м";"10.0 и более";"11.0";
"24.01.2024 09:00";"12.0";"755.7";"771.9";"94";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 390 м, разорванная (60-90%) 600 м, разорванная (60-90%) 750 м";"10.0 и более";"11.0";
"24.01.2024 08:30";"12.0";"754.9";"771.1";"94";"Ветер, дующий с западо-северо-запада";"5";"";"";"";"Незначительная (10-30%) 210 м, сплошная (100%) 390 м";"10.0 и более";"11.0";
"24.01.2024 08:00";"12.0";"754.9";"771.1";"94";"Ветер, дующий с запада";"4";"";"";"";"Разорванная (60-90%) 240 м, сплошная (100%) 390 м";"10.0 и более";"11.0";
"24.01.2024 07:30";"13.0";"755.0";"771.1";"94";"Ветер, дующий с запада";"5";"";"";"";"Сплошная (100%) 270 м";"10.0 и более";"12.0";
"24.01.2024 07:00";"13.0";"754.3";"770.4";"88";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"11.0";
"24.01.2024 06:30";"13.0";"753.5";"769.6";"88";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"11.0";
"24.01.2024 06:00";"13.0";"753.5";"769.6";"88";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"11.0";
"24.01.2024 05:30";"13.0";"752.8";"768.9";"88";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"11.0";
"24.01.2024 05:00";"13.0";"753.5";"769.6";"88";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"11.0";
"24.01.2024 04:30";"13.0";"752.8";"768.9";"88";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"11.0";
"24.01.2024 04:00";"13.0";"752.8";"768.9";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Разорванная (60-90%) 300 м, сплошная (100%) 480 м";"10.0 и более";"11.0";
"24.01.2024 03:30";"12.0";"752.8";"768.9";"94";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 210 м";"10.0 и более";"11.0";
"24.01.2024 03:00";"12.0";"753.5";"769.6";"94";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Сплошная (100%) 240 м";"9.0";"11.0";
"24.01.2024 02:30";"13.0";"753.5";"769.6";"88";"Ветер, дующий с западо-юго-запада";"6";"12";"";"";"Сплошная (100%) 330 м";"10.0 и более";"11.0";
"24.01.2024 02:00";"13.0";"752.8";"768.9";"88";"Ветер, дующий с юго-запада";"7";"13";"";"";"Сплошная (100%) 360 м";"10.0 и более";"11.0";
"24.01.2024 01:30";"13.0";"752.8";"768.9";"88";"Ветер, дующий с западо-юго-запада";"8";"13";"";"";"Сплошная (100%) 390 м";"10.0 и более";"11.0";
"24.01.2024 01:00";"13.0";"752.8";"768.9";"88";"Ветер, дующий с юго-запада";"7";"13";"";"";"Сплошная (100%) 360 м";"10.0 и более";"11.0";
"24.01.2024 00:30";"13.0";"753.5";"769.6";"88";"Ветер, дующий с западо-юго-запада";"8";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"11.0";
"24.01.2024 00:00";"13.0";"752.8";"768.9";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"11.0";
"23.01.2024 23:30";"13.0";"752.8";"768.9";"88";"Ветер, дующий с юго-запада";"7";"12";"";"";"Сплошная (100%) 300 м";"10.0 и более";"11.0";
"23.01.2024 23:00";"13.0";"753.5";"769.6";"88";"Ветер, дующий с западо-юго-запада";"8";"13";"";"";"Сплошная (100%) 300 м";"10.0 и более";"11.0";
"23.01.2024 22:30";"12.0";"752.8";"768.9";"94";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 240 м";"10.0 и более";"11.0";
"23.01.2024 22:00";"12.0";"752.8";"768.9";"94";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 180 м";"10.0 и более";"11.0";
"23.01.2024 21:30";"11.0";"752.7";"768.9";"100";"Ветер, дующий с юго-запада";"8";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"11.0";
"23.01.2024 21:00";"11.0";"753.4";"769.6";"100";"Ветер, дующий с юго-запада";"8";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"11.0";
"23.01.2024 20:30";"11.0";"753.4";"769.6";"94";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 150 м";"9.0";"10.0";
"23.01.2024 20:00";"11.0";"753.4";"769.6";"94";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 150 м";"6.0";"10.0";
"23.01.2024 19:30";"11.0";"753.4";"769.6";"94";"Ветер, дующий с юго-запада";"6";"11";"";"";"Сплошная (100%) 180 м";"7.0";"10.0";
"23.01.2024 19:00";"11.0";"754.2";"770.4";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 240 м";"9.0";"9.0";
"23.01.2024 18:30";"11.0";"754.2";"770.4";"88";"Ветер, дующий с юго-запада";"5";"";"";"";"Сплошная (100%) 330 м";"10.0 и более";"9.0";
"23.01.2024 18:00";"11.0";"754.2";"770.4";"88";"Ветер, дующий с юго-запада";"6";"";"";"";"Сплошная (100%) 360 м";"10.0 и более";"9.0";
"23.01.2024 17:30";"10.0";"753.3";"769.6";"88";"Ветер, дующий с юго-запада";"6";"12";"";"";"Сплошная (100%) 390 м";"10.0 и более";"8.0";
"23.01.2024 17:00";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-запада";"7";"";"";"";"Сплошная (100%) 420 м";"10.0 и более";"8.0";
"23.01.2024 16:30";"10.0";"754.1";"770.4";"88";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Разорванная (60-90%) 450 м, сплошная (100%) 1980 м";"10.0 и более";"8.0";
"23.01.2024 16:00";"10.0";"753.3";"769.6";"82";"Ветер, дующий с юго-юго-запада";"7";"";"";"";"Разорванная (60-90%) 480 м, разорванная (60-90%) 2160 м, разорванная (60-90%) 3300 м";"10.0 и более";"7.0";
"23.01.2024 15:30";"10.0";"753.3";"769.6";"82";"Ветер, дующий с юго-юго-запада";"8";"13";"";"";"Незначительная (10-30%) 510 м, рассеянная (40-50%) 1140 м, разорванная (60-90%) 4200 м";"10.0 и более";"7.0";
"23.01.2024 15:00";"9.0";"754.1";"770.4";"87";"Ветер, дующий с юго-юго-запада";"6";"";"";"";"Рассеянная (40-50%) 390 м, разорванная (60-90%) 540 м, разорванная (60-90%) 1200 м";"10.0 и более";"7.0";
"23.01.2024 14:30";"9.0";"754.8";"771.1";"94";"Ветер, дующий с юга";"6";"";"";"";"Разорванная (60-90%) 360 м, разорванная (60-90%) 1170 м, разорванная (60-90%) 1350 м";"10.0 и более";"8.0";
"23.01.2024 14:00";"9.0";"754.8";"771.1";"94";"Ветер, дующий с юго-юго-запада";"5";"";"";"";"Разорванная (60-90%) 240 м, разорванная (60-90%) 390 м, разорванная (60-90%) 1380 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"8.0";
"23.01.2024 13:30";"8.0";"755.5";"771.9";"100";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Сплошная (100%) 180 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"8.0";
"23.01.2024 13:00";"8.0";"755.5";"771.9";"100";"Ветер, дующий с юга";"5";"";"";"";"Сплошная (100%) 150 м";"10.0 и более";"8.0";
"23.01.2024 12:30";"8.0";"755.5";"771.9";"100";"Ветер, дующий с юга";"4";"";"Слабый(ая)(ые) дождь";"";"Сплошная (100%) 180 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"8.0";
"23.01.2024 12:00";"8.0";"756.3";"772.7";"93";"Ветер, дующий с юго-юго-запада";"4";"";"Слабый(ая)(ые) дождь";"";"Разорванная (60-90%) 240 м, разорванная (60-90%) 630 м, разорванная (60-90%) 1410 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"7.0";
"23.01.2024 11:30";"8.0";"756.3";"772.7";"93";"Ветер, дующий с юго-юго-запада";"4";"";"";"";"Разорванная (60-90%) 240 м, сплошная (100%) 2100 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"7.0";
"23.01.2024 11:00";"8.0";"756.9";"773.4";"87";"Ветер, дующий с юго-запада";"3";"";"";"";"Разорванная (60-90%) 240 м, разорванная (60-90%) 2100 м, сплошная (100%) 2880 м";"10.0 и более";"6.0";
"23.01.2024 10:30";"8.0";"756.9";"773.4";"87";"Ветер, дующий с юго-запада";"3";"";"";"";"Рассеянная (40-50%) 240 м, рассеянная (40-50%) 2160 м, сплошная (100%) 3000 м";"10.0 и более";"6.0";
"23.01.2024 10:00";"7.0";"756.9";"773.4";"93";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 270 м, разорванная (60-90%) 3000 м, сплошная (100%) 3600 м";"10.0 и более";"6.0";
"23.01.2024 09:30";"7.0";"756.9";"773.4";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Рассеянная (40-50%) 210 м, рассеянная (40-50%) 1020 м, разорванная (60-90%) 2880 м";"10.0 и более";"6.0";
"23.01.2024 09:00";"7.0";"756.9";"773.4";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 210 м, сплошная (100%) 3300 м";"10.0 и более";"6.0";
"23.01.2024 08:30";"7.0";"756.2";"772.7";"87";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"23.01.2024 08:00";"6.0";"756.1";"772.7";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"23.01.2024 07:30";"6.0";"756.1";"772.7";"93";"Ветер, дующий с юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"5.0";
"23.01.2024 07:00";"6.0";"756.1";"772.7";"93";"Ветер, дующий с юго-запада";"3";"";"";"";"Незначительная (10-30%) 1200 м, рассеянная (40-50%) 1380 м, сплошная (100%) 3900 м";"10.0 и более";"5.0";
"23.01.2024 06:30";"7.0";"755.4";"771.9";"87";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Сплошная (100%) 1290 м";"10.0 и более";"5.0";
"23.01.2024 06:00";"6.0";"755.4";"771.9";"93";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 840 м, рассеянная (40-50%) 1110 м, сплошная (100%) 1380 м";"10.0 и более";"5.0";
"23.01.2024 05:30";"7.0";"755.4";"771.9";"87";"Ветер, дующий с юго-запада";"4";"";"";"";"Незначительная (10-30%) 1200 м, разорванная (60-90%) 1470 м";"10.0 и более";"5.0";
"23.01.2024 05:00";"7.0";"754.6";"771.1";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Разорванная (60-90%) 1020 м, разорванная (60-90%) 1560 м";"10.0 и более";"5.0";
"23.01.2024 04:30";"7.0";"754.6";"771.1";"87";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Рассеянная (40-50%) 930 м";"10.0 и более";"5.0";
"23.01.2024 04:00";"7.0";"754.6";"771.1";"87";"Ветер, дующий с западо-юго-запада";"3";"";"";"";"Незначительная (10-30%) 630 м, разорванная (60-90%) 930 м";"10.0 и более";"5.0";
"23.01.2024 03:30";"7.0";"754.6";"771.1";"87";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 660 м, разорванная (60-90%) 930 м";"10.0 и более";"5.0";
"23.01.2024 03:00";"7.0";"754.6";"771.1";"87";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 870 м, рассеянная (40-50%) 1200 м";"10.0 и более";"5.0";
"23.01.2024 02:30";"7.0";"754.0";"770.4";"87";"Ветер, дующий с запада";"5";"";"";"";"Рассеянная (40-50%) 810 м, разорванная (60-90%) 1020 м";"10.0 и более";"5.0";
"23.01.2024 02:00";"7.0";"754.0";"770.4";"87";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 810 м, разорванная (60-90%) 990 м, разорванная (60-90%) 1320 м";"10.0 и более";"5.0";
"23.01.2024 01:30";"8.0";"754.0";"770.4";"82";"Ветер, дующий с западо-юго-запада";"6";"";"";"";"Незначительная (10-30%) 1110 м, рассеянная (40-50%) 1380 м, разорванная (60-90%) 6600 м";"10.0 и более";"5.0";
"23.01.2024 01:00";"8.0";"753.2";"769.6";"76";"Ветер, дующий с запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"23.01.2024 00:30";"8.0";"753.2";"769.6";"82";"Ветер, дующий с запада";"6";"";"";"";"Незначительная (10-30%) 1020 м, рассеянная (40-50%) 1980 м, сплошная (100%) 7200 м";"10.0 и более";"5.0";
"23.01.2024 00:00";"8.0";"753.2";"769.6";"76";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"22.01.2024 23:30";"8.0";"752.5";"768.9";"76";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 1440 м, разорванная (60-90%) 1800 м, сплошная (100%) 7500 м";"10.0 и более";"4.0";
"22.01.2024 23:00";"8.0";"752.5";"768.9";"76";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"22.01.2024 22:30";"8.0";"752.5";"768.9";"76";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Незначительная (10-30%) 1290 м, рассеянная (40-50%) 1620 м";"10.0 и более";"4.0";
"22.01.2024 22:00";"8.0";"752.5";"768.9";"76";"Ветер, дующий с западо-юго-запада";"4";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"22.01.2024 21:30";"8.0";"752.5";"768.9";"82";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Разорванная (60-90%) 1290 м";"10.0 и более";"5.0";
"22.01.2024 21:00";"8.0";"751.8";"768.1";"76";"Ветер, дующий с запада";"6";"";"";"";"Незначительная (10-30%) 990 м";"10.0 и более";"4.0";
"22.01.2024 20:30";"8.0";"751.8";"768.1";"76";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 1020 м, рассеянная (40-50%) 1200 м, разорванная (60-90%) 1560 м";"10.0 и более";"4.0";
"22.01.2024 20:00";"8.0";"751.0";"767.3";"82";"Ветер, дующий с западо-юго-запада";"5";"";"";"";"Незначительная (10-30%) 1080 м, рассеянная (40-50%) 1500 м";"10.0 и более";"5.0";
"22.01.2024 19:30";"9.0";"751.0";"767.3";"76";"Ветер, дующий с запада";"5";"";"";"";"Разорванная (60-90%) 1140 м";"10.0 и более";"5.0";
"22.01.2024 19:00";"8.0";"750.3";"766.6";"76";"Ветер, дующий с запада";"7";"";"";"";"Незначительная (10-30%) 1020 м";"10.0 и более";"4.0";
"22.01.2024 18:30";"9.0";"750.3";"766.6";"71";"Ветер, дующий с запада";"6";"";"";"";"Нет существенной облачности";"10.0 и более";"4.0";
"22.01.2024 18:00";"9.0";"749.6";"765.8";"71";"Ветер, дующий с запада";"8";"";"";"";"Незначительная (10-30%) 1020 м";"10.0 и более";"4.0";
"22.01.2024 17:30";"9.0";"748.8";"765.0";"71";"Ветер, дующий с запада";"9";"";"";"";"Незначительная (10-30%) 1050 м";"10.0 и более";"4.0";
"22.01.2024 17:00";"10.0";"748.2";"764.3";"67";"Ветер, дующий с запада";"9";"";"";"";"Незначительная (10-30%) 210 м";"10.0 и более";"4.0";
"22.01.2024 16:30";"11.0";"747.4";"763.5";"67";"Ветер, дующий с запада";"11";"";"";"";"Разорванная (60-90%) 1110 м, разорванная (60-90%) 1410 м, разорванная (60-90%) 3300 м";"10.0 и более";"5.0";
"22.01.2024 16:00";"11.0";"747.4";"763.5";"72";"Ветер, дующий с запада";"7";"";"";"";"Разорванная (60-90%) 1200 м, разорванная (60-90%) 1920 м, разорванная (60-90%) 2880 м";"10.0 и более";"6.0";
"22.01.2024 15:30";"12.0";"746.8";"762.8";"67";"Ветер, дующий с запада";"9";"";"";"";"Незначительная (10-30%) 1200 м, разорванная (60-90%) 4500 м, разорванная (60-90%) 5100 м";"10.0 и более";"6.0";
"22.01.2024 15:00";"12.0";"746.8";"762.8";"67";"Ветер, дующий с запада";"8";"";"";"";"Нет существенной облачности";"10.0 и более";"6.0";
"22.01.2024 14:30";"11.0";"746.7";"762.8";"77";"Ветер, дующий с запада";"9";"";"";"";"Незначительная (10-30%) 690 м, рассеянная (40-50%) 1860 м";"10.0 и более";"7.0";
"22.01.2024 14:00";"12.0";"746.8";"762.8";"72";"Ветер, дующий с запада";"7";"12";"";"";"Незначительная (10-30%) 870 м, рассеянная (40-50%) 7200 м";"10.0 и более";"7.0";
"22.01.2024 13:30";"11.0";"746.7";"762.8";"82";"Ветер, дующий с запада";"8";"";"";"";"Разорванная (60-90%) 690 м, разорванная (60-90%) 900 м, разорванная (60-90%) 1110 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"8.0";
"22.01.2024 13:00";"11.0";"746.0";"762.0";"88";"Ветер, дующий с запада";"5";"";"Слабый(ая)(ые) дождь";"";"Незначительная (10-30%) 450 м, разорванная (60-90%) 720 м, сплошная (100%) 930 м, кучево-дождевые облака";"10.0 и более";"9.0";
"22.01.2024 12:30";"11.0";"746.0";"762.0";"82";"Ветер, дующий с западо-юго-запада";"9";"";"Дождь";"";"Незначительная (10-30%) 450 м, разорванная (60-90%) 900 м, разорванная (60-90%) 1080 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"8.0";
"22.01.2024 12:00";"12.0";"746.0";"762.0";"77";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Разорванная (60-90%) 780 м, разорванная (60-90%) 960 м, сплошная (100%) 1440 м";"10.0 и более";"8.0";
"22.01.2024 11:30";"12.0";"746.0";"762.0";"77";"Ветер, дующий с западо-юго-запада";"9";"14";"";"";"Разорванная (60-90%) 780 м, разорванная (60-90%) 960 м, разорванная (60-90%) 1740 м";"10.0 и более";"8.0";
"22.01.2024 11:00";"12.0";"746.0";"762.0";"82";"Ветер, дующий с юго-запада";"7";"12";"";"";"Незначительная (10-30%) 720 м, рассеянная (40-50%) 900 м, разорванная (60-90%) 1800 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"9.0";
"22.01.2024 10:30";"12.0";"746.0";"762.0";"88";"Ветер, дующий с западо-юго-запада";"7";"";"";"";"Рассеянная (40-50%) 360 м, разорванная (60-90%) 510 м, разорванная (60-90%) 720 м";"10.0 и более";"10.0";
"22.01.2024 10:00";"11.0";"745.2";"761.2";"94";"Ветер, дующий с юго-запада";"6";"";"";"";"Разорванная (60-90%) 270 м, разорванная (60-90%) 420 м, разорванная (60-90%) 600 м";"10.0 и более";"10.0";
"22.01.2024 09:30";"11.0";"744.5";"760.5";"88";"Ветер, дующий с юго-запада";"9";"15";"";"";"Сплошная (100%) 240 м, кучевые мощные большой вертикальной протяженности";"10.0 и более";"9.0";
"22.01.2024 09:00";"10.0";"744.4";"760.5";"94";"Ветер, дующий с юго-запада";"8";"14";"";"";"Разорванная (60-90%) 240 м, сплошная (100%) 360 м";"10.0 и более";"9.0";
"22.01.2024 08:30";"10.0";"743.6";"759.7";"94";"Ветер, дующий с юго-запада";"8";"13";"";"";"Разорванная (60-90%) 240 м, сплошная (100%) 360 м";"10.0 и более";"9.0";
"22.01.2024 08:00";"10.0";"743.6";"759.7";"94";"Ветер, дующий с юго-запада";"9";"15";"";"";"Сплошная (100%) 240 м";"9.0";"9.0";
"22.01.2024 07:30";"10.0";"743.6";"759.7";"94";"Ветер, дующий с юго-запада";"9";"16";"";"";"Сплошная (100%) 270 м";"10.0 и более";"9.0";
"22.01.2024 07:00";"10.0";"743.6";"759.7";"94";"Ветер, дующий с юго-запада";"10";"16";"";"";"Сплошная (100%) 300 м";"10.0 и более";"9.0";
"22.01.2024 06:30";"10.0";"744.4";"760.5";"88";"Ветер, дующий с юго-запада";"9";"";"";"";"Сплошная (100%) 390 м";"10.0 и более";"8.0";
"22.01.2024 06:00";"11.0";"744.5";"760.5";"82";"Ветер, дующий с юго-запада";"10";"16";"";"";"Сплошная (100%) 450 м";"10.0 и более";"8.0";
"22.01.2024 05:30";"11.0";"744.5";"760.5";"82";"Ветер, дующий с юго-запада";"10";"18";"";"";"Сплошная (100%) 480 м";"10.0 и более";"8.0";
